Time,x,y,z,alpha,beta,gamma,xdot,ydot,zdot,alphadot,betadot,gammadot,u1,u2,u3,u4
8.12812812812813,5.81756376673849e-10,-1.45688275356003e-09,0.0365018943301482,2.50663654851468e-08,5.32662777143363e-09,0.574934566106192,-1.20641264069489e-08,-9.29026480798608e-10,4.59445056566369e-10,1.47408914818664e-08,-2.6421442761628e-07,0.0699451719876265,-9.53396033968709e-07,1.78973316422217e-06,9.57990755843274e-07,-1.7851384423476e-06
8.13813813813814,4.7058254767891e-10,-1.44934354574819e-09,0.036501894334172,2.48482200933474e-08,2.97268669654555e-09,0.575634717978368,-1.34573784827832e-08,-5.82372576838956e-10,5.14657201129807e-10,7.62985756090165e-09,-2.92770242742824e-07,0.0699451719845081,-8.10265785864639e-07,1.76829181170716e-06,8.15412803989185e-07,-1.76314479358262e-06
8.14814814814815,3.63877098734266e-10,-1.33946696537823e-09,0.0365018943368477,2.24080523675854e-08,1.2240063589055e-09,0.576334869850127,-1.31303227917412e-08,9.73375041521466e-10,4.83418008966543e-10,-2.61976129935529e-08,-2.77950573644841e-07,0.0699451719839754,-6.45224972058306e-07,1.66140238074772e-06,6.50059578595367e-07,-1.65656777421066e-06
8.15815815815816,2.57171649789622e-10,-1.22959038500828e-09,0.0365018943395235,1.99678846418235e-08,-5.24673978734553e-10,0.577035021721887,-1.28032671006992e-08,2.52912265988188e-09,4.52178816803279e-10,-6.00250835480075e-08,-2.63130904546859e-07,0.0699451719834426,-4.80184158251972e-07,1.55451294978827e-06,4.84706353201547e-07,-1.54999075483869e-06
8.16816816816817,1.50466200844978e-10,-1.11971380463833e-09,0.0365018943421993,1.75277169160616e-08,-2.2733543163746e-09,0.577735173593646,-1.24762114096572e-08,4.0848702782423e-09,4.20939624640016e-10,-9.3852554102462e-08,-2.48311235448876e-07,0.0699451719829099,-3.15143344445639e-07,1.44762351882882e-06,3.19353127807728e-07,-1.44341373546673e-06
8.17817817817818,4.37607519003345e-11,-1.00983722426837e-09,0.0365018943448751,1.50875491902997e-08,-4.02203465401465e-09,0.578435325465405,-1.21491557186152e-08,5.64061789660272e-09,3.89700432476752e-10,-1.27680024656917e-07,-2.33491566350894e-07,0.0699451719823772,-1.50102530639362e-07,1.34073408786931e-06,1.53999902413854e-07,-1.33683671609482e-06
8.18818818818819,-6.29446970443092e-11,-8.99960643898416e-10,0.0365018943475509,1.26473814645377e-08,-5.7707149916547e-09,0.579135477337165,-1.18221000275732e-08,7.19636551496314e-09,3.58461240313488e-10,-1.61507495211371e-07,-2.18671897252911e-07,0.0699451719818444,1.49382831669715e-08,1.23384465690986e-06,-1.13533229799647e-08,-1.23025969672285e-06
8.1981981981982,-1.69650145988953e-10,-7.90084063528461e-10,0.0365018943502266,1.02072137387758e-08,-7.51939532929475e-09,0.579835629208924,-1.14950443365312e-08,8.75211313332356e-09,3.27222048150224e-10,-1.95334965765826e-07,-2.03852228154929e-07,0.0699451719813117,1.79979096973304e-07,1.12695522595041e-06,-1.76706548373783e-07,-1.12368267735089e-06
8.20820820820821,-2.76355594933597e-10,-6.80207483158506e-10,0.0365018943529024,7.7670460130139e-09,-9.2680756669348e-09,0.580535781080684,-1.11679886454893e-08,1.0307860751684e-08,2.95982855986961e-10,-2.2916243632028e-07,-1.89032559056946e-07,0.0699451719807789,3.45019910779638e-07,1.02006579499096e-06,-3.42059773767602e-07,-1.01710565797892e-06
8.21821821821822,-3.83061043878241e-10,-5.70330902788551e-10,0.0365018943555782,5.32687828725198e-09,-1.10167560045749e-08,0.581235932952443,-1.08409329544473e-08,1.18636083700444e-08,2.64743663823697e-10,-2.62989906874735e-07,-1.74212889958963e-07,0.0699451719802462,5.1006072458597e-07,9.13176364031508e-07,-5.0741299916142e-07,-9.10528638606959e-07
